Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Unnamed: 14;Instituiï¿½ï¿½o financeira;ï¿½ndice;Quantidade de reclamaï¿½ï¿½es reguladas procedentes;Quantidade de reclamaï¿½ï¿½es reguladas - outras;Quantidade de reclamaï¿½ï¿½es nï¿½o reguladas;Quantidade total de reclamaï¿½ï¿½es;Quantidade total de clientes ï¿½ CCS e SCR;Quantidade de clientes ï¿½ CCS;Quantidade de clientes ï¿½ SCR
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABC-BRASIL (conglomerado); ;4.0;7.0;3.0;14.0;50720;47485;6932;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ABN AMRO (conglomerado); ;0.0;0.0;1.0;1.0;0;0; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13140088;ACESSO SOLUÇÕES DE PAGAMENTO S.A.;14,70;75.0;128.0;9.0;212.0;5098671;5098661;19396;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;AGIBANK (conglomerado);96,00;182.0;262.0;95.0;539.0;1895683;1540134;1176067;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;4.0;4.0;2.0;10.0;534795;133;534662;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;10.0;3.0;2.0;15.0;30959;19706;16841;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ALFA (conglomerado); ;23.0;48.0;9.0;80.0;436746;267423;170417;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;32778350;AME DIGITAL BRASIL INSTITUICAO DE PAGAMENTO LTDA; ;6.0;31.0;90.0;127.0;0;0;0;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ANDBANK (conglomerado); ;0.0;2.0;2.0;4.0;4302;4302;29;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;19540550;ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A.; ;8.0;42.0;5.0;55.0;404447;404447; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;54403563;BANCO ARBI S.A.; ;14.0;8.0;0.0;22.0;84526;75882;10846;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00997185;BANCO B3 S.A.; ;0.0;1.0;1.0;2.0;896;896; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02658435;BANCO CATERPILLAR S.A.; ;1.0;0.0;0.0;1.0;3325; ;3325;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33132044;BANCO CEDULA S.A.; ;0.0;1.0;1.0;2.0;18010;2805;15425;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;0.0;2.0;2.0;4.0;28887;1290;27778;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;08357240;BANCO CSF S.A.;9,98;77.0;72.0;43.0;192.0;7707988; ;7707988;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;6.0;7.0;10.0;23.0;507169;507169; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33042151;BANCO DE LA NACION ARGENTINA; ;0.0;2.0;0.0;2.0;267;255;22;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S.A.; ;0.0;0.0;1.0;1.0;35292;4;35289;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;424,80;132.0;31.0;33.0;196.0;310734;142304;203761;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.;164,66;139.0;44.0;33.0;216.0;844129;844129; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04913711;BANCO DO ESTADO DO PARÁ S.A.;56,38;56.0;28.0;23.0;107.0;993127;869557;435700;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.; ;9.0;41.0;48.0;98.0;9294372;8720080;3310284;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33644196;BANCO FATOR S.A.; ;1.0;0.0;0.0;1.0;13172;13168;13;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;58616418;BANCO FIBRA S.A.; ;0.0;1.0;0.0;1.0;163544;4432;159809;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;53518684;BANCO HSBC S.A.; ;0.0;4.0;8.0;12.0;3858;3843;82;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04866275;BANCO INBURSA S.A.; ;10.0;10.0;5.0;25.0;27585;10;27575;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;91884981;BANCO JOHN DEERE S.A.; ;0.0;1.0;0.0;1.0;13559;254;13367;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;61088183;BANCO MIZUHO DO BRASIL S.A.; ;1.0;2.0;0.0;3.0;1249;1226;63;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;78632767;BANCO OURINVEST S.A.; ;6.0;14.0;1.0;21.0;257799;253773;4082;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;61820817;BANCO PAULISTA S.A.; ;13.0;4.0;0.0;17.0;57603;8406;49516;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01023570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;0.0;1.0;0.0;1.0;3872;3691;1699;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00517645;BANCO RIBEIRAO PRETO S.A.; ;2.0;0.0;0.0;2.0;4456;4290;1784;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;80271455;BANCO RNX S.A.; ;0.0;1.0;0.0;1.0;2452;60;2407;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;4.0;14.0;2.0;20.0;315587;6155;310457;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SICOOB (conglomerado);17,47;102.0;93.0;30.0;225.0;5835765;2633199;3887697;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;7.0;14.0;2.0;23.0;12749;11617;2803;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;4.0;6.0;18.0;28.0;154520;15261;140131;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;8.0;24.0;10.0;42.0;1740049;679997;1431577;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESTES (conglomerado);25,51;36.0;44.0;13.0;93.0;1410675;1360265;483399;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL (conglomerado);7,31;38.0;190.0;68.0;296.0;5198088;3716170;4072650;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BARIGUI (conglomerado); ;20.0;66.0;19.0;105.0;349049;316165;64436;;;;;;;;;;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB (conglomerado);12,64;930.0;2217.0;1162.0;4309.0;73557524;66988564;35361914;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BBC (conglomerado); ;3.0;4.0;2.0;9.0;5872; ;5872;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11285104;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0.0;1.0;0.0;1.0;17785;254;17531;;;;;;;;;;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG (conglomerado);46,87;542.0;844.0;154.0;1540.0;11561565;7399043;6467199;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMW (conglomerado); ;0.0;1.0;3.0;4.0;31181;29742;22022;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado);42,48;87.0;279.0;74.0;440.0;2047673;11438;2036674;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNQI - FINANCEIRO (conglomerado); ;29.0;37.0;7.0;73.0; ; ; ;;;;;;;;;;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);25,18;2564.0;4393.0;1765.0;8722.0;101788328;95939623;39991382;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);46,81;269.0;297.0;144.0;710.0;5745833;4110808;2879389;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;12865507;BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0.0;1.0;0.0;1.0;23238;18388;20990;;;;;;;;;;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);76,14;1559.0;1003.0;513.0;3075.0;20473165;15651421;8783911;;;;;;;;;;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;C6 BANK (conglomerado);50,18;1070.0;1741.0;519.0;3330.0;21320772;19080023;6995013;;;;;;;;;;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);17,19;2550.0;3067.0;2729.0;8346.0;148308904;146717181;29403700;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;2.0;2.0;1.0;5.0;982;959;57;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37122487;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3.0;4.0;1.0;8.0;163794; ;163794;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;6.0;4.0;2.0;12.0;58790;53422;14080;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CCB (conglomerado); ;4.0;68.0;11.0;83.0;160508;3521;157408;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.; ;5.0;16.0;2.0;23.0;0;0;0;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;26225776;CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;1.0;0.0;0.0;1.0;110863;72;110791;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01027058;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;21.0;34.0;32.0;87.0;194142;194030;112;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;4.0;14.0;7.0;25.0;18558;17710;1759;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO (conglomerado); ;10.0;15.0;22.0;47.0; ; ; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COLOMBO (conglomerado); ;1.0;5.0;3.0;9.0;322307;60;322265;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05938780;COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.; ;0.0;1.0;1.0;2.0;378360;120371;280195;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62895230;CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO; ;0.0;2.0;0.0;2.0;701423; ;701423;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDIT SUISSE (conglomerado); ;0.0;2.0;2.0;4.0;5997;5993;384;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDSYSTEM (conglomerado); ;18.0;52.0;25.0;95.0; ; ; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA (conglomerado);22,94;75.0;135.0;61.0;271.0;3268995;1890679;1776220;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DAYCOVAL (conglomerado);110,61;173.0;447.0;60.0;680.0;1564046;237353;1377871;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13370835;DOCK INSTITUIÇÃO DE PAGAMENTO S.A.; ;23.0;26.0;8.0;57.0;1997904;1997904; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.;70,09;39.0;60.0;15.0;114.0;556387;556385;2;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00714671;EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.; ;4.0;0.0;5.0;9.0;0;0;0;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39321657;FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.; ;1.0;2.0;3.0;6.0;0;0;0;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;113,04;79.0;169.0;14.0;262.0;698817;686;698139;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1.0;6.0;7.0;14.0;25394; ;25394;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1.0;4.0;4.0;9.0;84947;1591;83394;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13203354;FITBANK PAGAMENTOS ELETRONICOS S.A.; ;5.0;0.0;3.0;8.0;18359;18359; ;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23114447;FLAGSHIP INSTITUICAO DE PAGAMENTOS LTDA; ;7.0;8.0;0.0;15.0;0;0;0;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02732968;FORTBRASIL INSTITUIÇÃO DE PAGAMENTO S/A; ;7.0;9.0;7.0;23.0;697417; ;697417;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GAZIN (conglomerado); ;0.0;1.0;1.0;2.0;49647;352;49357;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado); ;9.0;10.0;1.0;20.0;657765;657761;406;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GERENCIANET (conglomerado); ;13.0;37.0;9.0;59.0;334816;334644;15120;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;4.0;13.0;13.0;30.0;227309;474;226918;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;22177858;GRANITO INSTITUIÇÃO DE PAGAMENTO S.A.; ;4.0;4.0;4.0;12.0;0;0;0;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);323,09;111.0;186.0;37.0;334.0;343552;336575;11875;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO ZEMA (conglomerado); ;1.0;14.0;11.0;26.0;505005;18246;490852;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HERVAL - HS (conglomerado); ;5.0;7.0;3.0;15.0;211524;801;210925;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;9.0;18.0;8.0;35.0;385212;142;385159;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13884775;HUB INSTITUIÇÃO DE PAGAMENTO S.A.; ;26.0;73.0;5.0;104.0;9935547;9935547;49;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;7.0;25.0;1.0;33.0;69360;4561;65597;;;;;;;;;;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);36,81;782.0;935.0;426.0;2143.0;21243511;21118007;3264018;;;;;;;;;;
2022;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);14,40;1375.0;3171.0;1312.0;5858.0;95481328;76800409;55246772;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15111975;IUGU INSTITUIÇÃO DE PAGAMENTO S.A.; ;10.0;4.0;1.0;15.0;2010; ;2010;;;;;;;;;;
2022;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1.0;8.0;7.0;16.0;60558; ;60558;;;;;;;;;;
